Delta_Mean,Theta_Mean,Alpha_Mean,Beta_Mean,Gamma_Mean,Dream_Description,Cluster
0.1789664825,0.0583458469999999,0.599741725,0.35543831,0.1130945725,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.26171348,0.307543875,0.01738547,0.2253252774999999,0.07992437,"A thrilling dream of running through a neon-lit futuristic city, dodging obstacles.",2
0.575823209,0.6046897250000001,0.6976179674999999,0.181600083,0.29447853225,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",1
0.5740903825,0.36417347,0.7055056075,0.19697614925,0.178812795,"Reliving a cherished memory, seeing familiar faces and places.",1
0.2030885607499999,0.0888207525,0.2239364804999999,0.29217519025,0.13059775175,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.7619906575,0.54754638,0.7375229699999999,0.4157119999999999,0.0078900732499999,"Drifting in an endless dark space, floating weightlessly.",3
0.5899720425,0.19883136875,0.6318531475,0.3427605725,0.19751884225,"Sitting on a mountaintop, meditating under a sky full of stars.",0
0.4540979575,0.5488643925000001,0.788483325,0.175920330175,0.3504660575,"Walking through a tranquil forest, listening to the sound of rustling leaves.",1
0.2458816449999999,0.29291049,0.0263175575,0.2116673425,0.1047396425,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.0862970774999999,0.00187993125,0.7972106275,0.42616583,0.09062890125,"Reliving a cherished memory, seeing familiar faces and places.",0
0.1500620675,0.0194605724999999,0.7504842899999999,0.372647215,0.0518694462499999,"Sitting on a mountaintop, meditating under a sky full of stars.",0
0.2900494875,0.14493697725,0.2390066524999999,0.3249275849999999,0.082637227,"A thrilling dream of running through a neon-lit futuristic city, dodging obstacles.",2
0.1973668224999999,0.29847741,0.67502032,0.17252903625,0.2057041825,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",1
0.0412703775,0.07532587025,0.1891544775,0.1598501775,0.30476552,"Reliving a cherished memory, seeing familiar faces and places.",2
1.00323575,0.8407259974999999,0.809778945,0.40436972475,0.04622396,"A deep, dreamless sleep with faint echoes of distant voices.",3
0.0131698399999999,0.3281627025,0.799954555,0.42719946,0.459971105,"Sitting on a mountaintop, meditating under a sky full of stars.",0
0.0986868849999999,0.06266082475,0.12581028,0.2360160925,0.2055526735,"A thrilling dream of running through a neon-lit futuristic city, dodging obstacles.",2
0.0355278864999999,0.1472425074999999,0.91688475,0.40286389,0.34017229,"Walking through an old town, feeling nostalgic as you observe people.",0
0.5848606025,0.2901068575,0.336648555,0.120428962,0.0877974614999999,"Drifting in an endless dark space, floating weightlessly.",2
0.058220375,0.09911625725,0.0941288625,0.201492263,0.221043627,"Exploring an ancient temple hidden deep in the jungle, filled with secrets.",2
0.26330499,0.1260552175,0.1942328749999999,0.260477575,0.15455539425,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.41710187875,0.3340889299999999,0.6964950375,0.11304879,0.21929668635,"Walking through an old town, feeling nostalgic as you observe people.",1
0.876292528925,0.7635189474999999,1.0044477125,0.3849139974999999,0.01512329025,"A deep, introspective dream where thoughts flow like a gentle stream.",3
0.7840847675,0.37552276,0.493734675,0.165411864,0.2231087025,"An unclear dream where time feels frozen, but emotions linger.",1
0.0043497235,0.1447106,0.59418551925,0.4227871424999999,0.2926463,"Walking through an old town, feeling nostalgic as you observe people.",0
0.1499302899999999,0.2301309375,0.9937151275,0.373574745,0.23005720375,"Sitting on a mountaintop, meditating under a sky full of stars.",0
0.15664132175,0.1525485065,0.1650149042499999,0.23167478975,0.0774418475,"Diving into the depths of the ocean, surrounded by glowing sea creatures.",2
0.15664132175,0.1525485065,0.1650149042499999,0.23167478975,0.0774418475,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.365869004,0.2143907685,0.442479745,0.2241327065,0.2370343064999999,"Walking through an old town, feeling nostalgic as you observe people.",1
0.2327625075,0.26521763,0.4554399325,0.0578294525,0.461888355,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",1
0.33515899725,0.29321100225,0.5937752700000001,0.2112587149999999,0.141795909,"Sitting on a mountaintop, meditating under a sky full of stars.",1
0.31962846,0.06892481325,0.435937145,0.3234533,0.0331076667499999,"Walking through an old town, feeling nostalgic as you observe people.",2
0.0829303899999999,0.21150273,0.65402279,0.1781249215,0.297117025,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",1
0.11093442125,0.22637156875,0.856231615,0.43866774,0.36058917625,"Reliving a cherished memory, seeing familiar faces and places.",0
0.74651697,0.5184936099999999,0.7046841850000001,0.227430697,0.1700900225,"A deep, dreamless sleep with faint echoes of distant voices.",3
0.4966585575,0.57138469,0.5629343625000001,0.334191695,0.02495938775,"Standing in a lush green meadow, feeling the warm sunlight on your skin.",3
0.50540946,0.4122283375,0.469011265,0.03963925175,0.2301037925,"A deep, dreamless sleep with faint echoes of distant voices.",1
0.6079490475,0.63560816375,0.78205455,0.1807083264,0.1343127607499999,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",3
0.280842659,0.1160049175,0.23451490425,0.338329945,0.08179611375,"A thrilling dream of running through a neon-lit futuristic city, dodging obstacles.",2
0.222731389,0.2710197141,0.8114489149999999,0.37738666,0.2930523775,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.10908567225,0.35738988,0.5869950625000001,0.145442572,0.17845287915,"Walking through a tranquil forest, listening to the sound of rustling leaves.",1
0.4522491724999999,0.5425277725000001,0.5173724550000001,0.346761065,0.0248320234999999,"Walking through a tranquil forest, listening to the sound of rustling leaves.",3
0.5905177885,0.336473409175,0.57356746,0.2801548775,0.197119105,"Drifting in an endless dark space, floating weightlessly.",1
0.602892525,0.1471475525,0.4394129215,0.09928663475,0.25117525525,"A strange sensation of falling into an abyss, yet feeling peaceful.",1
0.280842659,0.1160049175,0.23451490425,0.338329945,0.08179611375,"Diving into the depths of the ocean, surrounded by glowing sea creatures.",2
0.2362583075,0.259536065,1.01085437,0.3613590975,0.1403519215,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.110850525,0.180884095,0.980924875,0.3706533975,0.253526429,"Walking through an old town, feeling nostalgic as you observe people.",0
0.4754582765,0.5421377235,0.7486972274999999,0.21905221,0.1212110324999999,"Standing in a lush green meadow, feeling the warm sunlight on your skin.",3
0.1475266599999999,0.2050434059999999,0.6272641775,0.27799983532,0.21965286175,"Walking through an old town, feeling nostalgic as you observe people.",1
0.7694796700000001,0.578196005,0.4072189374999999,0.2482438962499999,0.0465134975,"Drifting in an endless dark space, floating weightlessly.",3
0.6846344375,0.616696325,0.5972313499999999,0.350852345,0.0984283269999999,"An unclear dream where time feels frozen, but emotions linger.",3
0.2858393125,0.1253884325,0.2297888524999999,0.3369292299999999,0.07917389175,"Diving into the depths of the ocean, surrounded by glowing sea creatures.",2
0.24242716875,0.40701065,0.6093202050000001,0.1966202785,0.0515713204999999,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",1
0.437333245,0.2082287925,0.3525124174999999,0.3315692225,0.11532866675,"Drifting in an endless dark space, floating weightlessly.",2
0.6629861607500002,0.4103263175,0.5431394675,0.22773164,0.17546699375,"A strange sensation of falling into an abyss, yet feeling peaceful.",3
0.5636068125,0.5590369925,0.5917929925000001,0.088070792,0.197089585,"A deep, introspective dream where thoughts flow like a gentle stream.",1
0.08479459075,0.17939825825,0.10096122975,0.18265242275,0.151666804,"A thrilling dream of running through a neon-lit futuristic city, dodging obstacles.",2
0.2506804825,0.1025561899999999,0.2273008369999999,0.3352055275,0.0851507355,"A thrilling dream of running through a neon-lit futuristic city, dodging obstacles.",2
0.7117660975,0.36360290375,0.6876179200000001,0.202953044,0.1494422625,"A deep, dreamless sleep with faint echoes of distant voices.",3
0.2030885607499999,0.0888207525,0.2239364804999999,0.29217519025,0.13059775175,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.2030885607499999,0.0888207525,0.2239364804999999,0.29217519025,0.13059775175,"Diving into the depths of the ocean, surrounded by glowing sea creatures.",2
0.07249466,0.2878134525,1.0851145125,0.3463692,0.144610515,"Walking through an old town, feeling nostalgic as you observe people.",0
0.996255835,0.6104612675,0.4638367,0.3204962915,0.1047717384999999,"Drifting in an endless dark space, floating weightlessly.",3
0.0018555425,0.09437311,0.58767741,0.28312087675,0.02939323825,"A deep, introspective dream where thoughts flow like a gentle stream.",2
0.4768770400000001,0.5500066180000001,0.968255175,0.509970595,0.129603503,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",0
0.078707825,0.13606613,0.591145435,0.5235958275,0.33636086,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.13686080225,0.3308823724999999,0.6932884475,0.51264848,0.2025327599999999,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.2315990775,0.275276225,0.027389875,0.1955392125,0.1293110774999999,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.125381899,0.181628935,0.6332424975,0.0377925337499999,0.3562435999999999,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",1
0.549248036,0.46568406,0.5886171375,0.17245564925,0.4703399675,"Sitting on a mountaintop, meditating under a sky full of stars.",1
0.2711848799999999,0.1559072175,0.78518381,0.2103098099999999,0.054304965,"Sitting on a mountaintop, meditating under a sky full of stars.",1
0.1154718348,0.0751429575,0.6741591975000001,0.0759396775,0.2840924475,"A deep, introspective dream where thoughts flow like a gentle stream.",1
0.1682003125,0.3232468324999999,0.8591384049999999,0.467653475,0.1807743375,"Reliving a cherished memory, seeing familiar faces and places.",0
0.072678195,0.0547728365,0.114775845,0.24872422475,0.2282020425,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.035047135,0.1120001043,0.0928549375,0.1934783165,0.2134862475,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.5831168775,0.4768914414999999,0.6108051925,0.1581853975,0.199270635,"A deep, introspective dream where thoughts flow like a gentle stream.",1
0.1311271279999999,0.3898908855,0.7525515549999999,0.493831005,0.419964355,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.18013669675,0.1650469124999999,0.251325711,0.270785235,0.1233052574999999,"A thrilling dream of running through a neon-lit futuristic city, dodging obstacles.",2
0.0932864949999999,0.07236432075,0.28546035075,0.18484954375,0.2907213275,"Walking through an old town, feeling nostalgic as you observe people.",2
0.301710752,0.5059576259,0.6007779125,0.1607990094,0.23757392425,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",1
0.5864071522500001,0.486059165,0.660086165,0.22698123575,0.17322138525,"A deep, introspective dream where thoughts flow like a gentle stream.",3
0.819682995,0.56103205875,0.65423208,0.3148219775,0.117395206,"An unclear dream where time feels frozen, but emotions linger.",3
0.2858393125,0.1253884325,0.2297888524999999,0.3369292299999999,0.07917389175,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.49988819,0.611149325,1.019707675,0.47481454325,0.135480043,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",0
0.08479459075,0.17939825825,0.10096122975,0.18265242275,0.151666804,"Diving into the depths of the ocean, surrounded by glowing sea creatures.",2
0.32388813,0.348581021,0.5382731575,0.133625531,0.3271689175,"Walking through a tranquil forest, listening to the sound of rustling leaves.",1
0.3189156682499999,0.347461897,0.5742747175,0.1360403335,0.03931879,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",1
0.7170216875,0.44786999,0.59972642,0.17802799,0.1014450849999999,"A deep, dreamless sleep with faint echoes of distant voices.",3
0.258957503,0.2896032899999999,0.8917551475000001,0.4714227425,0.1908779625,"Reliving a cherished memory, seeing familiar faces and places.",0
0.51835641,0.58704066725,0.4750509075,0.39147204,0.051457129,"Walking through a tranquil forest, listening to the sound of rustling leaves.",3
0.134348165,0.0172192607499999,0.8409980575,0.4216274125,0.1470020275,"Walking through an old town, feeling nostalgic as you observe people.",0
0.00748810875,0.2015144474999999,0.6474928725,0.21433709675,0.2744352275,"Walking through an old town, feeling nostalgic as you observe people.",1
0.5621440135,0.313665606675,0.53533899125,0.2728327275,0.1149225675,"Drifting in an endless dark space, floating weightlessly.",3
0.32092686125,0.419772895,0.9073286675,0.5408080825,0.2092729629999999,"Sitting on a mountaintop, meditating under a sky full of stars.",0
0.5104158999999999,0.444130545,0.4791339075,0.0431598435,0.2278522549999999,"Drifting in an endless dark space, floating weightlessly.",1
0.11997029375,0.43823748875,1.1478908825,0.4722371325,0.296312185,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.81364878,0.4063544,0.58055194,0.2104169125,0.2816369875,"A strange sensation of falling into an abyss, yet feeling peaceful.",1
0.96838,0.6212944325,0.495243795,0.262606401,0.1919010874999999,"A deep, dreamless sleep with faint echoes of distant voices.",3
0.0337471774999999,0.13011006375,0.7115624650000001,0.31310406825,0.2722020715,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.70154033,0.46854652,0.79173105,0.5776301024999999,0.3609412675,"Reliving a cherished memory, seeing familiar faces and places.",0
0.07362311625,0.31939018675,0.87946832,0.5057063025,0.2027363925,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.231746962,0.2500809195,0.6467203899999999,0.33147982125,0.19215724,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.25403083,0.1296669725,0.244639218,0.3058930425,0.12172832175,"Exploring an ancient temple hidden deep in the jungle, filled with secrets.",2
0.27954141,0.1550061525,0.5534506125,0.5035156475,0.3232806275,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.072678195,0.0547728365,0.114775845,0.24872422475,0.2282020425,"Exploring an ancient temple hidden deep in the jungle, filled with secrets.",2
0.2030885607499999,0.0888207525,0.2239364804999999,0.29217519025,0.13059775175,"Diving into the depths of the ocean, surrounded by glowing sea creatures.",2
0.51917379,0.169437628,0.634855385,0.31165144,0.1991701285,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.19898180475,0.5411164925,0.7774518850000001,0.17958615925,0.1431897191499999,"Standing in a lush green meadow, feeling the warm sunlight on your skin.",1
0.1189574275,0.4098220975,0.9343815575,0.4278548275,0.06303294,"Sitting on a mountaintop, meditating under a sky full of stars.",0
0.13178063275,0.2121585594999999,0.785815325,0.4957483649999999,0.2801864795,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.06319997875,0.2717393549999999,0.8152583975000001,0.4491963224999999,0.2275357745,"Sitting on a mountaintop, meditating under a sky full of stars.",0
0.0715492937499999,0.0062683534999999,0.5089420925,0.15975499625,0.20663249175,"Walking through an old town, feeling nostalgic as you observe people.",2
0.5819941325,0.71856223,0.81872265,0.47196461925,0.15681026125,"Walking through a tranquil forest, listening to the sound of rustling leaves.",3
0.0003038974999999,0.2298648595,0.7633623925,0.37467899,0.353664486,"Reliving a cherished memory, seeing familiar faces and places.",0
0.2806575875,0.105128688325,0.255920016,0.29544133375,0.1283683374999999,"A thrilling dream of running through a neon-lit futuristic city, dodging obstacles.",2
0.50872653,0.22887234325,0.6856568574999999,0.24560064125,0.254371515,"A deep, introspective dream where thoughts flow like a gentle stream.",1
0.5615249175,0.23627439925,0.60920337,0.15626135175,0.2386477062499999,"Walking through an old town, feeling nostalgic as you observe people.",1
0.490645668,0.069569669,0.6869690875000001,0.5133007574999999,0.29198752575,"Sitting on a mountaintop, meditating under a sky full of stars.",0
0.99701835,0.6387366525,0.4931684025,0.26529475064,0.185480335,"A strange sensation of falling into an abyss, yet feeling peaceful.",3
0.1686521349999999,0.06529434375,0.60858028,0.3683921,0.113629385,"Walking through an old town, feeling nostalgic as you observe people.",0
0.087604275,0.2267839895,0.8794547125,0.45225086,0.154671765,"Sitting on a mountaintop, meditating under a sky full of stars.",0
1.027345405,0.7654888275,0.758680595,0.372052559,0.0108458929999999,"Drifting in an endless dark space, floating weightlessly.",3
0.2506804825,0.1025561899999999,0.2273008369999999,0.3352055275,0.0851507355,"Exploring an ancient temple hidden deep in the jungle, filled with secrets.",2
0.1128655425,0.2118738399999999,0.975588915,0.3520100475,0.1561979365,"Reliving a cherished memory, seeing familiar faces and places.",0
0.808967765,0.33082935325,0.3849738775,0.22952393425,0.1515881275,"Drifting in an endless dark space, floating weightlessly.",3
0.5706864524999999,0.408620841,0.447724784,0.10337456375,0.08150695175,"A deep, dreamless sleep with faint echoes of distant voices.",1
0.0604716224999999,0.264835075,1.08423835,0.3494076225,0.1562107764999999,"Sitting on a mountaintop, meditating under a sky full of stars.",0
0.2668523849999999,0.3747888124999999,1.0195313375,0.4846476624999999,0.2967875,"Reliving a cherished memory, seeing familiar faces and places.",0
0.21566804465,0.20162866,0.5442836275,0.27122868,0.06520942625,"Sitting on a mountaintop, meditating under a sky full of stars.",2
0.396298425,0.7059624225,0.8101593100000001,0.6603238525,0.3360655899999999,"Standing in a lush green meadow, feeling the warm sunlight on your skin.",0
0.7996880875,0.5795980325,0.29821257375,0.2069477155,0.0712881775,"Drifting in an endless dark space, floating weightlessly.",3
0.033816765,0.14643982,0.730998555,0.319017145,0.29218073625,"Sitting on a mountaintop, meditating under a sky full of stars.",0
0.7857516875,0.5890455824999999,0.3121712085,0.197467338,0.09989171,"A strange sensation of falling into an abyss, yet feeling peaceful.",3
0.6775299225,0.5206799405,0.69738392,0.19519567075,0.2121926075,"Walking through an old town, feeling nostalgic as you observe people.",3
0.11183560825,0.1939122075,0.125714471,0.18233909775,0.163458741,"Diving into the depths of the ocean, surrounded by glowing sea creatures.",2
0.090767107,0.01286138175,0.836150465,0.4237706424999999,0.099460585,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.6775436699999999,0.34014232675,0.54619362,0.198550748,0.2156775887499999,"Drifting in an endless dark space, floating weightlessly.",1
0.1725165825,0.26581847125,0.0528175325,0.1890424825,0.1444029975,"A thrilling dream of running through a neon-lit futuristic city, dodging obstacles.",2
0.415469005,0.4309466275,0.4427382225,0.26447649,0.06890261975,"Walking through a tranquil forest, listening to the sound of rustling leaves.",3
0.3249020225,0.33240551825,0.38556755,0.1805282024999999,0.3409948524999999,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",1
0.4778656915,0.3830154725,0.7016609699999999,0.3311188375,0.174943645,"Reliving a cherished memory, seeing familiar faces and places.",0
0.20233510475,0.4664917575,0.628138595,0.12716162925,0.1945488991499999,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",1
0.519537725,0.141953201,0.740517065,0.2707898355,0.0014385999999999,"A deep, introspective dream where thoughts flow like a gentle stream.",3
0.2710322125,0.1090331875,0.2282493404977499,0.3377363175,0.0839918575,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.369052965,0.0593031375,0.4852986975,0.0830855425,0.1735182659999999,"A deep, introspective dream where thoughts flow like a gentle stream.",1
0.175785085,0.13907129425,0.446071857,0.214452105,0.1309950034999999,"A deep, introspective dream where thoughts flow like a gentle stream.",2
0.0086055012499999,0.135445764,0.109214435,0.1910348184999999,0.187985075,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.506344475,0.570150525,0.5895154425,0.2276466945,0.145936011,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",3
0.290877056,0.151886795,0.244587535,0.3164426225,0.089765983,"A thrilling dream of running through a neon-lit futuristic city, dodging obstacles.",2
0.089160955,0.1490661824999999,0.9648003575,0.30740735625,0.086690255,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.1428902675,0.041741225,0.43833999,0.10445418875,0.1401191185,"Reliving a cherished memory, seeing familiar faces and places.",2
0.29587081,0.148513697,0.2443152224999999,0.318004235,0.097162141,"Exploring an ancient temple hidden deep in the jungle, filled with secrets.",2
0.0211425435,0.21610094625,0.592805675,0.071675365,0.169869902,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",1
0.1478104875,0.52496042,0.8612455075000001,0.197643283,0.2647850874999999,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",1
0.12051231,0.34808177025,0.8890830875,0.2578076525,0.033658940875,"Standing in a lush green meadow, feeling the warm sunlight on your skin.",0
0.148384976,0.36666426,1.1146299875,0.43598133,0.288464425,"Walking through an old town, feeling nostalgic as you observe people.",0
0.6821581025,0.32780023675,0.535933125,0.1883720804999999,0.17976133375,"Drifting in an endless dark space, floating weightlessly.",1
0.3476452124999999,0.1758724519999999,0.3622187825,0.11762806975,0.246023925,"Walking through an old town, feeling nostalgic as you observe people.",1
0.3175870825,0.2588547774999999,0.40625884,0.19402889,0.1920545305,"Reliving a cherished memory, seeing familiar faces and places.",1
0.4607308049999999,0.3497988035,0.7116964025,0.13579123375,0.2992651799999999,"Reliving a cherished memory, seeing familiar faces and places.",1
0.366636835,0.3392725774999999,0.577596235,0.1747645609999999,0.2459763874999999,"A deep, introspective dream where thoughts flow like a gentle stream.",1
0.15403576925,0.1381956294349999,0.43875948,0.266478036,0.0122462299999999,"Sitting on a mountaintop, meditating under a sky full of stars.",2
0.053891895,0.0963967224999999,0.46476054325,0.123237129,0.281924525,"Walking through an old town, feeling nostalgic as you observe people.",1
0.0355278864999999,0.1472425074999999,0.91688475,0.40286389,0.34017229,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.0780743175,0.402937975,1.1259831325,0.4954564275,0.2579439135,"Walking through an old town, feeling nostalgic as you observe people.",0
0.4573702249999999,0.3455995115,0.6052234825,0.25384369375,0.3125223299999999,"Reliving a cherished memory, seeing familiar faces and places.",1
0.22042974475,0.55717404,0.77180896,0.18519389975,0.17241111915,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",1
0.0086055012499999,0.135445764,0.109214435,0.1910348184999999,0.187985075,"Exploring an ancient temple hidden deep in the jungle, filled with secrets.",2
0.2270123295,0.28457415,0.65045336,0.33406601375,0.224827475,"Reliving a cherished memory, seeing familiar faces and places.",0
0.175954215,0.1107521535,0.502364885,0.2384149275,0.0991076284999999,"Sitting on a mountaintop, meditating under a sky full of stars.",2
0.17377394475,0.01342447125,0.3042509175,0.1949903674999999,0.2592825125,"Reliving a cherished memory, seeing familiar faces and places.",2
0.3347219549999999,0.24890545625,0.450250355,0.2420174319999999,0.266691545,"A deep, introspective dream where thoughts flow like a gentle stream.",1
0.1911932545,0.292659315,0.7169486225,0.2347722225,0.0041569095,"Walking through a tranquil forest, listening to the sound of rustling leaves.",2
0.068323935,0.07275134475,0.1126297575,0.23103168775,0.225153526,"A thrilling dream of running through a neon-lit futuristic city, dodging obstacles.",2
0.9176224,0.853836995,0.9541740175,0.25507939375,0.1985884325,"A deep, introspective dream where thoughts flow like a gentle stream.",3
0.43532024,0.417111619,0.8915488775,0.4651735775,0.2980264287499999,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.020417863,0.122914041,0.5138641845,0.147269589,0.09592210075,"Walking through an old town, feeling nostalgic as you observe people.",2
0.2315990775,0.275276225,0.027389875,0.1955392125,0.1293110774999999,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.681744935,0.74146411,0.7791159625,0.2434114814999999,0.1210407434999999,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",3
0.6485250799999999,0.5379195,0.548080135,0.1972958724999999,0.234658716,"A strange sensation of falling into an abyss, yet feeling peaceful.",1
0.395437041,0.1814814715,0.769824295,0.503739095,0.2431927985,"Reliving a cherished memory, seeing familiar faces and places.",0
0.5371318575,0.6246262875,0.7239188125,0.1644018972499999,0.285871715,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",1
0.2359076674999999,0.1157371725,0.2005760549999999,0.2708474537499999,0.15132734675,"Exploring an ancient temple hidden deep in the jungle, filled with secrets.",2
0.813743045,0.5938822375,0.3967077325,0.222364128,0.0532907775,"An unclear dream where time feels frozen, but emotions linger.",3
0.1231959874999999,0.1973965265,0.6623545200000001,0.0163774989999999,0.3658164975,"Standing in a lush green meadow, feeling the warm sunlight on your skin.",1
0.1542305662499999,0.0400165849999999,0.6622461125,0.469394885,0.390383535,"Reliving a cherished memory, seeing familiar faces and places.",0
0.4438585487500001,0.6193239500000001,1.019935975,0.489804775,0.121734803,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",0
0.10679112075,0.2005194525,0.1379424325,0.1877590315,0.1575176175,"Diving into the depths of the ocean, surrounded by glowing sea creatures.",2
0.26171348,0.307543875,0.01738547,0.2253252774999999,0.07992437,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.31628461475,0.367379731,0.6497140450000001,0.0840258975,0.107982594,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",1
0.2005066999999999,0.3175007205,0.825255905,0.4693752225,0.16804978,"Reliving a cherished memory, seeing familiar faces and places.",0
0.5605425075,0.3847502739999999,0.90091457,0.50843351,0.30489301225,"Walking through an old town, feeling nostalgic as you observe people.",0
0.3395209234999999,0.2726823575,0.4534912399999999,0.1791371895,0.433359225,"Walking through an old town, feeling nostalgic as you observe people.",1
0.272929565,0.2641001517499999,0.7908934625,0.4605955075,0.21195887775,"Walking through an old town, feeling nostalgic as you observe people.",0
0.10311856325,0.1855217475,0.10395632675,0.1812843945,0.1604417365,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.3957069025,0.296643565,0.58758606,0.41086751,0.12366164175,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.5497778799999999,0.4719702974999999,0.571097195,0.20019704,0.2299753124999999,"Reliving a cherished memory, seeing familiar faces and places.",1
0.65144033275,0.45132351075,0.6105950600000001,0.24392175515,0.14297314925,"Drifting in an endless dark space, floating weightlessly.",3
0.5365449375,0.6173295700000001,0.6989483475,0.1931162475,0.07888509725,"Floating in a small boat on a calm lake, watching the moon reflect on the water.",3
0.8121608975000001,0.7021876,0.6186981375,0.3694710845,0.07676236775,"A deep, dreamless sleep with faint echoes of distant voices.",3
0.18013669675,0.1650469124999999,0.251325711,0.270785235,0.1233052574999999,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.768512825,0.5167979235,0.61668758,0.169337595,0.201416454675,"A strange sensation of falling into an abyss, yet feeling peaceful.",3
0.035047135,0.1120001043,0.0928549375,0.1934783165,0.2134862475,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.1482718035,0.40790317425,0.7457377125,0.51133696,0.4224157,"Sitting on a mountaintop, meditating under a sky full of stars.",0
0.0378672737499999,0.1186874012499999,0.5998598175000001,0.5346717999999999,0.3736291525,"Sitting on a mountaintop, meditating under a sky full of stars.",0
0.6737082350000001,0.3443800824999999,0.6384378125,0.1774378924,0.2578358975,"An unclear dream where time feels frozen, but emotions linger.",1
0.15664132175,0.1525485065,0.1650149042499999,0.23167478975,0.0774418475,"Exploring an ancient temple hidden deep in the jungle, filled with secrets.",2
0.0816457875,0.1552977225,0.66720847,0.417542155,0.4412005575,"Reliving a cherished memory, seeing familiar faces and places.",0
0.160036715,0.3385782,1.08360549,0.4176244325,0.2872014375,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.3470980875,0.364078875,0.5226960575,0.057376614,0.1585795392499999,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",1
0.2362583075,0.259536065,1.01085437,0.3613590975,0.1403519215,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.22146155025,0.0942858075,0.2325279854999999,0.329142925,0.08853326025,"Flying high above mountains, feeling the wind rushing past as you soar.",2
0.49480274,0.5646248199999999,0.6989483475,0.1229093035,0.09988335475,"A peaceful dream of sitting on the beach, watching the sunset while birds fly overhead.",3
0.459737834,0.4105793399999999,0.4976399225,0.129541295,0.0582433824999999,"A deep, introspective dream where thoughts flow like a gentle stream.",3
0.5377987515,0.579653865,0.7847993074999999,0.2804318,0.1511667984999999,"Walking through a tranquil forest, listening to the sound of rustling leaves.",3
0.2269762825,0.37994987,1.0148992925,0.4698661475,0.2892560275,"A deep, introspective dream where thoughts flow like a gentle stream.",0
0.33151245,0.3109104825,0.687385545,0.0995870094999999,0.3333555415,"Walking through an old town, feeling nostalgic as you observe people.",1
0.4309149345,0.6264582075,1.01817161,0.4887822325,0.121506103,"Walking through a tranquil forest, listening to the sound of rustling leaves.",0
